"","station_name","date","daily_entries","daily_exits","daily_total","percent_entries"
"24345","WOODLAWN","03/05/2020",6635,1673,8308,79.8627828598941
"24346","WORLD TRADE CTR","03/05/2020",17047,14499,31546,54.0385468839156
"24347","WTC-CORTLANDT","03/05/2020",11949,10599,22548,52.9936136242682
"24348","YORK ST","03/05/2020",12861,5881,18742,68.6212784121225
"24349","ZEREGA AV","03/05/2020",2730,2642,5372,50.819061801936
"24350","1 AV","03/06/2020",16437,22918,39355,41.7659763689493
"24351","103 ST","03/06/2020",28910,22213,51123,56.5498894822291
"24352","103 ST-CORONA","03/06/2020",20648,15563,36211,57.021347104471
"24353","104 ST","03/06/2020",4121,2035,6156,66.9428200129955
"24354","110 ST","03/06/2020",10591,9896,20487,51.6961975887148
"24355","111 ST","03/06/2020",16187,9420,25607,63.2131838950287
"24356","116 ST","03/06/2020",32446,20570,53016,61.2003923343896
"24357","116 ST-COLUMBIA","03/06/2020",14832,8106,22938,64.6612607899555
"24358","121 ST","03/06/2020",2083,1270,3353,62.1234715180435
"24359","125 ST","03/06/2020",75014,63386,138400,54.2008670520231
"24360","135 ST","03/06/2020",19477,9531,29008,67.1435466078323
"24361","137 ST CITY COL","03/06/2020",12381,10644,23025,53.771986970684
"24362","138/GRAND CONC","03/06/2020",1948,1167,3115,62.5361155698234
"24363","14 ST","03/06/2020",53451,50194,103645,51.5712287133967
"24364","14 ST-UNION SQ","03/06/2020",91017,88800,179817,50.6164600677355
"24365","145 ST","03/06/2020",34694,30600,65294,53.135050693785
"24366","149/GRAND CONC","03/06/2020",12499,7007,19506,64.0777196759971
"24367","14TH STREET","03/06/2020",8543,8869,17412,49.0638640018378
"24368","15 ST-PROSPECT","03/06/2020",6442,3789,10231,62.9654970188642
"24369","155 ST","03/06/2020",6529,4436,10965,59.5440036479708
"24370","157 ST","03/06/2020",9829,7317,17146,57.3253236906567
"24371","161/YANKEE STAD","03/06/2020",19571,9267,28838,67.8653165961578
"24372","163 ST-AMSTERDM","03/06/2020",4617,4261,8878,52.0049560711872
"24373","167 ST","03/06/2020",15848,11637,27485,57.6605421138803
"24374","168 ST","03/06/2020",21531,22672,44203,48.709363617854
"24375","169 ST","03/06/2020",8022,7501,15523,51.6781549958127
"24376","170 ST","03/06/2020",15182,10469,25651,59.1867763440022
"24377","174 ST","03/06/2020",5073,5342,10415,48.70859337494
"24378","174-175 STS","03/06/2020",5112,2823,7935,64.4234404536862
"24379","175 ST","03/06/2020",12588,7092,19680,63.9634146341463
"24380","176 ST","03/06/2020",5712,3530,9242,61.8048041549448
"24381","18 AV","03/06/2020",13245,7597,20842,63.5495633816332
"24382","18 ST","03/06/2020",7750,5307,13057,59.3551351765337
"24383","181 ST","03/06/2020",23105,22496,45601,50.667748514287
"24384","182-183 STS","03/06/2020",3403,1595,4998,68.0872348939576
"24385","183 ST","03/06/2020",5667,3385,9052,62.6049491825011
"24386","190 ST","03/06/2020",3048,630,3678,82.8711256117455
"24387","191 ST","03/06/2020",1540,1825,3365,45.7652303120357
"24388","2 AV","03/06/2020",17069,18329,35398,48.2202384315498
"24389","20 AV","03/06/2020",8782,5138,13920,63.0890804597701
"24390","207 ST","03/06/2020",5795,3473,9268,62.526974536038
"24391","21 ST","03/06/2020",1662,1858,3520,47.2159090909091
"24392","21 ST-QNSBRIDGE","03/06/2020",10711,7255,17966,59.6181676500056
"24393","215 ST","03/06/2020",1631,675,2306,70.7285342584562
"24394","219 ST","03/06/2020",3218,1788,5006,64.2828605673192
"24395","225 ST","03/06/2020",2855,1751,4606,61.9843682153713
"24396","23 ST","03/06/2020",107917,82694,190611,56.6163547749081
"24397","231 ST","03/06/2020",8697,1225,9922,87.6536988510381
"24398","233 ST","03/06/2020",4722,1572,6294,75.023832221163
"24399","238 ST","03/06/2020",3619,423,4042,89.5348837209302
"24400","25 AV","03/06/2020",4873,1097,5970,81.6247906197655
"24401","25 ST","03/06/2020",3726,3126,6852,54.3782837127846
"24402","28 ST","03/06/2020",47152,42161,89313,52.7941061211694
"24403","3 AV","03/06/2020",6514,6835,13349,48.7976627462731
"24404","3 AV 138 ST","03/06/2020",6776,3253,10029,67.56406421378
"24405","3 AV-149 ST","03/06/2020",21662,8391,30053,72.0793265231425
"24406","30 AV","03/06/2020",14075,12239,26314,53.4886372273315
"24407","33 ST","03/06/2020",25482,21570,47052,54.1571027799031
"24408","33 ST-RAWSON ST","03/06/2020",9457,8491,17948,52.6911076443058
"24409","34 ST-HERALD SQ","03/06/2020",101128,106245,207373,48.7662328268386
"24410","34 ST-HUDSON YD","03/06/2020",16539,15230,31769,52.0601844565457
"24411","34 ST-PENN STA","03/06/2020",141698,147951,289649,48.920590093527
"24412","36 AV","03/06/2020",6741,7142,13883,48.5557876539653
"24413","36 ST","03/06/2020",17937,11585,29522,60.7580787209539
"24414","39 AV","03/06/2020",3052,3609,6661,45.8189461041886
"24415","4 AV-9 ST","03/06/2020",3538,5277,8815,40.1361315938741
"24416","40 ST LOWERY ST","03/06/2020",10195,8484,18679,54.5800096364902
"24417","42 ST-BRYANT PK","03/06/2020",37624,39764,77388,48.6173566961286
"24418","42 ST-PORT AUTH","03/06/2020",81792,78526,160318,51.0186005314438
"24419","45 ST","03/06/2020",7543,4148,11691,64.5197160208708
"24420","46 ST","03/06/2020",8154,6966,15120,53.9285714285714
"24421","46 ST BLISS ST","03/06/2020",12556,9727,22283,56.3478885248844
"24422","47-50 STS ROCK","03/06/2020",56862,57791,114653,49.5948645041996
"24423","49 ST","03/06/2020",22039,17550,39589,55.6695041551946
"24424","4AV-9 ST","03/06/2020",8928,6313,15241,58.5788334098812
"24425","5 AV/53 ST","03/06/2020",19821,28761,48582,40.7990613807583
"24426","5 AV/59 ST","03/06/2020",13478,9253,22731,59.2934758699573
"24427","5 AVE","03/06/2020",12181,10596,22777,53.479387101023
"24428","50 ST","03/06/2020",48336,41597,89933,53.7466780825726
"24429","51 ST","03/06/2020",19970,22103,42073,47.4651201483136
"24430","52 ST","03/06/2020",6176,5815,11991,51.5052956383955
"24431","53 ST","03/06/2020",9100,9150,18250,49.8630136986301
"24432","55 ST","03/06/2020",2008,913,2921,68.7435809654228
"24433","57 ST","03/06/2020",14905,14430,29335,50.8096130901653
"24434","57 ST-7 AV","03/06/2020",31700,21207,52907,59.9164571795793
"24435","59 ST","03/06/2020",59586,50176,109762,54.286547256792
"24436","59 ST COLUMBUS","03/06/2020",61232,53719,114951,53.2679141547268
"24437","6 AV","03/06/2020",2353,2311,4664,50.4502572898799
"24438","61 ST WOODSIDE","03/06/2020",15094,15346,30440,49.5860709592641
"24439","63 DR-REGO PARK","03/06/2020",14582,5405,19987,72.9574223245109
"24440","65 ST","03/06/2020",3432,2496,5928,57.8947368421053
"24441","66 ST-LINCOLN","03/06/2020",22027,22870,44897,49.0611844889414
"24442","67 AV","03/06/2020",8722,4347,13069,66.7380824852705
"24443","68ST-HUNTER CO","03/06/2020",24537,19175,43712,56.1333272327965
"24444","69 ST","03/06/2020",4931,5295,10226,48.2202229610796
"24445","7 AV","03/06/2020",40804,36832,77636,52.5580916069864
"24446","71 ST","03/06/2020",5003,1628,6631,75.4486502789926
"24447","72 ST","03/06/2020",40755,42046,82801,49.2204200432362
"24448","72 ST-2 AVE","03/06/2020",30466,27474,57940,52.5819813600276
"24449","74 ST-BROADWAY","03/06/2020",2940,4588,7528,39.0541976620616
"24450","75 AV","03/06/2020",3111,531,3642,85.4200988467875
"24451","75 ST-ELDERTS","03/06/2020",3950,2813,6763,58.4060328256691
"24452","77 ST","03/06/2020",29250,27896,57146,51.1846848423337
"24453","79 ST","03/06/2020",19673,9921,29594,66.4763127661012
"24454","8 AV","03/06/2020",29272,24012,53284,54.9358156294573
"24455","8 ST-NYU","03/06/2020",16746,11734,28480,58.7991573033708
"24456","80 ST","03/06/2020",4154,2357,6511,63.7997235447704
"24457","81 ST-MUSEUM","03/06/2020",12596,10769,23365,53.9096939867323
"24458","82 ST-JACKSON H","03/06/2020",15028,18458,33486,44.8784566684585
"24459","85 ST-FOREST PK","03/06/2020",3796,1946,5742,66.1093695576454
"24460","86 ST","03/06/2020",78705,76156,154861,50.8229961061855
"24461","86 ST-2 AVE","03/06/2020",25026,17372,42398,59.026369168357
"24462","88 ST","03/06/2020",2777,1209,3986,69.6688409433016
"24463","9 AV","03/06/2020",5353,5448,10801,49.5602259050088
"24464","90 ST-ELMHURST","03/06/2020",16497,7592,24089,68.4835402050729
"24465","96 ST","03/06/2020",58269,49172,107441,54.2334862854962
"24466","96 ST-2 AVE","03/06/2020",19028,13987,33015,57.6344086021505
"24467","9TH STREET","03/06/2020",4290,4827,9117,47.0549522869365
"24468","ALABAMA AV","03/06/2020",2190,2484,4674,46.8549422336329
"24469","ALLERTON AV","03/06/2020",5378,2246,7624,70.5403987408185
"24470","AQUEDUCT N.COND","03/06/2020",873,1697,2570,33.9688715953307
"24471","AQUEDUCT RACETR","03/06/2020",1390,191,1581,87.9190385831752
"24472","ASTOR PL","03/06/2020",15568,18793,34361,45.3071796513489
"24473","ASTORIA BLVD","03/06/2020",8122,8033,16155,50.2754565150108
"24474","ASTORIA DITMARS","03/06/2020",16555,14934,31489,52.5739147003716
"24475","ATL AV-BARCLAY","03/06/2020",45843,45028,90871,50.4484378954782
"24476","ATLANTIC AV","03/06/2020",1808,726,2534,71.3496448303078
"24477","AVENUE H","03/06/2020",2967,2508,5475,54.1917808219178
"24478","AVENUE I","03/06/2020",1482,655,2137,69.3495554515676
"24479","AVENUE J","03/06/2020",5636,3015,8651,65.1485377413016
"24480","AVENUE M","03/06/2020",5684,2631,8315,68.3583884546001
"24481","AVENUE N","03/06/2020",3137,1180,4317,72.6662033819782
"24482","AVENUE P","03/06/2020",2536,1217,3753,67.5726085798028
"24483","AVENUE U","03/06/2020",12098,6053,18151,66.6519750977908
"24484","AVENUE X","03/06/2020",2815,1594,4409,63.8466772510773
"24485","B'WAY-LAFAYETTE","03/06/2020",21293,29280,50573,42.1034939592273
"24486","BAY 50 ST","03/06/2020",2743,680,3423,80.1343850423605
"24487","BAY PKWY","03/06/2020",13665,11486,25151,54.3318357122977
"24488","BAY RIDGE AV","03/06/2020",7927,5683,13610,58.243938280676
"24489","BAY RIDGE-95 ST","03/06/2020",5416,3558,8974,60.3521283708491
"24490","BAYCHESTER AV","03/06/2020",3901,594,4495,86.7853170189099
"24491","BEACH 105 ST","03/06/2020",222,314,536,41.4179104477612
"24492","BEACH 25 ST","03/06/2020",1836,2123,3959,46.3753473099268
"24493","BEACH 36 ST","03/06/2020",1010,1129,2139,47.2183263207106
"24494","BEACH 44 ST","03/06/2020",736,779,1515,48.5808580858086
"24495","BEACH 60 ST","03/06/2020",2063,1611,3674,56.1513336962439
"24496","BEACH 67 ST","03/06/2020",2269,1682,3951,57.4284991141483
"24497","BEACH 90 ST","03/06/2020",738,739,1477,49.9661475964793
"24498","BEACH 98 ST","03/06/2020",450,492,942,47.7707006369427
"24499","BEDFORD AV","03/06/2020",23769,15242,39011,60.9289687524032
"24500","BEDFORD PK BLVD","03/06/2020",11695,8833,20528,56.9709664848012
"24501","BEDFORD-NOSTRAN","03/06/2020",8744,4991,13735,63.6621769202767
"24502","BERGEN ST","03/06/2020",15704,12450,28154,55.7789301697805
"24503","BEVERLEY ROAD","03/06/2020",3413,3346,6759,50.4956354490309
"24504","BEVERLY RD","03/06/2020",4350,810,5160,84.3023255813954
"24505","BLEECKER ST","03/06/2020",14160,6364,20524,68.9923991424673
"24506","BOROUGH HALL","03/06/2020",32791,22385,55176,59.4298245614035
"24507","BOTANIC GARDEN","03/06/2020",1545,2074,3619,42.6913512019895
"24508","BOWERY","03/06/2020",3686,3572,7258,50.7853403141361
"24509","BOWLING GREEN","03/06/2020",25379,23708,49087,51.7020799804429
"24510","BRIARWOOD","03/06/2020",4916,2553,7469,65.8187173651091
"24511","BRIGHTON BEACH","03/06/2020",10561,6949,17510,60.3141062250143
"24512","BROAD CHANNEL","03/06/2020",282,74,356,79.2134831460674
"24513","BROAD ST","03/06/2020",7549,2382,9931,76.0145000503474
"24514","BROADWAY","03/06/2020",16874,15646,32520,51.8880688806888
